"Seq","URN","CTS","Author","Work","Notes"
"1","urn:cite:digAth:reuse.1","urn:cts:greekLit:tlg0008.tlg001.berti:1.3@τρὶς-1.3@ἄμεινον","urn:cite:digAth:pers.pers4","","Eratosth. fr. 37 Hill"
