"EntityUrn","CtsUrn","Label","OptionalCtsWorkUrn"
"urn:cite:digAth:works.work1","urn:cts:greekLit:tlg0008.tlg001.berti:1.7@ὅτι-1.7@φησί","The grastronomic work of Archestratus of Syracuse/Gela",""
