"URN","CTS","Author","Work","Notes"
"urn:cite:digAth:reuse.1","urn:cts:greekLit:tlg0008.tlg001.berti:1.3@τρὶς-1.3@ἄμεινον","urn:cite:digAth:pers.pers4","","Eratosth. fr. 37 Hill"
"urn:cite:digAth:reuse.2","","urn:cts:greekLit:tlg0008.tlg001.berti:1.4@τὰ[4]-1.4@ἀφιλοκαλίας","urn:cite:digAth:pers.pers5","","Eupolis.fr.366K"
