"EntityUrn","AuthorUrn","CtsUrn","Label","OptionalCtsWorkUrn","Notes"
"urn:cite:digAth:works.work1","urn:cite:digAth:authors.auth1","urn:cts:greekLit:tlg0008.tlg001.berti:1.1@Δειπνοσοφιστὴς[1]","Deipnosophists","urn:cts:greekLit:tlg0008.tlg001","Note that the title is singular"
